OrderID,Date,Country,City,Latitude,Longtitude,ProductCategoryName,ProductID,Product,Quantity,Discount,Price,Status
order-c1fe8c3e-06d4-4ff3-90e8-75b9b1c5b89d,2020/9/20,Spain,Madrid,40.4189,-3.6919,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,1,2.82,36.46,COMPLETED
order-d0812a1b-edb2-4c6c-9b3b-2d1a17a9dc00,2020/9/27,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,1,9.93,102.95,COMPLETED
order-7799b5af-b0ed-4c87-b450-7434866aada4,2020/9/9,Spain,Madrid,40.4189,-3.6919,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,2,3.67,46.93,COMPLETED
order-d2feacf8-56d2-4802-8903-ef05113b503b,2020/9/6,Spain,Madrid,40.4189,-3.6919,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,1,2.95,45.95,COMPLETED
order-a7c9e844-4351-4b1b-954b-a52471265bc5,2020/9/11,Spain,Madrid,40.4189,-3.6919,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,2,2.06,39.95,COMPLETED
order-5cceaccc-9429-45ba-8f27-ee8cf62da28b,2020/9/17,Spain,Madrid,40.4189,-3.6919,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,9,5.45,58.95,COMPLETED
order-2b5a8f16-4621-46c1-bcf3-b3f12c80c103,2020/9/21,Spain,Madrid,40.4189,-3.6919,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,5,0.94,46.93,COMPLETED
order-064e34bd-4582-4154-b3e8-97e715cf329d,2020/9/3,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,1,6.92,102.95,COMPLETED
order-1fdeb824-592b-42d9-ba0c-07866890b568,2020/9/3,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,4,7.97,102.95,COMPLETED
order-ae711a92-c1e4-4b89-9ddc-5b9b3c7d676c,2020/9/13,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,5,3.09,102.95,COMPLETED
order-c61201b0-af72-4682-abd7-1add20aa0cfe,2020/9/12,Spain,Madrid,40.4189,-3.6919,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,8,1.11,39.95,COMPLETED
order-80b2f0e2-c701-4f78-a695-0e5de64288e1,2020/9/13,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,6,1.85,102.95,COMPLETED
order-2a4e969d-8c5d-41ab-8372-21cf1c768bb3,2020/9/26,Spain,Madrid,40.4189,-3.6919,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,7,6.1,78.56,COMPLETED
order-0f7a52fa-a9cf-4e2d-a595-b33ab5b4dd1a,2020/9/24,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,8,3.99,102.95,COMPLETED
order-6c141b9d-dede-424c-b088-f1c9e2c2d3ec,2020/9/24,Spain,Madrid,40.4189,-3.6919,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,9,7.4,78.56,COMPLETED
order-73cf0d06-d4e8-4470-9c24-8fd1c5fac414,2020/9/6,Spain,Madrid,40.4189,-3.6919,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,5,1.17,41.45,COMPLETED
order-65f7cc13-ac9b-44cc-93db-0d90ad8862fc,2020/9/8,Spain,Madrid,40.4189,-3.6919,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,1,3.28,58.95,COMPLETED
order-426c8d27-91aa-4f00-9f7d-f813851f5ff5,2020/9/14,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,6,5.14,102.95,COMPLETED
order-a94436e3-5954-4251-8b8f-d11b1ff4d8ad,2020/9/8,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,8,1.22,102.95,COMPLETED
order-948a21bc-2225-4f73-8420-3374cae0207a,2020/9/23,Spain,Madrid,40.4189,-3.6919,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,10,5,78.56,COMPLETED
order-6d53c527-aa24-4e1a-9a48-d3f2df5dbf29,2020/9/16,Spain,Madrid,40.4189,-3.6919,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,10,3.35,35.9,COMPLETED
order-4aae8f47-f6a9-414a-a5d1-1a6f46bedbc2,2020/9/20,Spain,Madrid,40.4189,-3.6919,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,7,7.38,78.56,COMPLETED
order-540bc54b-7c73-494f-b0a5-1a3d54977ff4,2020/9/3,Spain,Madrid,40.4189,-3.6919,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,8,3.75,39.95,COMPLETED
order-65e21b62-63a8-47fd-8058-358b1a745ed3,2020/9/2,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,8,3.01,45.61,COMPLETED
order-3e6b1794-9670-4d49-bc03-9a7eedd599e4,2020/10/14,Spain,Madrid,40.4189,-3.6919,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,6,6.33,80.95,COMPLETED
order-cc03f261-ebad-4c5c-a369-76479db6f2ee,2020/10/22,Spain,Madrid,40.4189,-3.6919,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,1,1.09,35.9,COMPLETED
order-2e290718-f29d-4474-88d4-cee5faa12ebe,2020/10/15,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,8,6.9,102.95,COMPLETED
order-a7d91dfe-1c38-4bb8-99b0-7a5e2bc9934e,2020/10/6,Spain,Madrid,40.4189,-3.6919,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,3,3.46,35.9,COMPLETED
order-f3218e82-36d5-46fe-a279-1a301e2965d1,2020/10/13,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,2,4.63,102.95,COMPLETED
order-9456e3a6-5a92-45a6-9cfd-2b0a40662d4d,2020/10/19,Spain,Madrid,40.4189,-3.6919,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,7,3.98,46.93,COMPLETED
order-5a7230d9-ffea-490d-a5fa-0b0994b83bec,2020/10/20,Spain,Madrid,40.4189,-3.6919,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,3,0.27,78.56,COMPLETED
order-f2fec5c8-38b9-4639-a40c-421cfd490505,2020/10/17,Spain,Madrid,40.4189,-3.6919,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,1,2.17,40,COMPLETED
order-a171f5d5-4aa7-4846-88e9-54c43fb65d32,2020/10/3,Spain,Madrid,40.4189,-3.6919,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,9,4.26,80.95,COMPLETED
order-e2ea4abe-2beb-4d1e-95b4-9abeea191bc9,2020/10/19,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,10,8.52,102.95,COMPLETED
order-043af012-5147-41de-a946-bd000d1a2bc2,2020/10/3,Spain,Madrid,40.4189,-3.6919,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,3,4.3,46.93,COMPLETED
order-05d4e9d7-2982-4627-8411-0084064a5894,2020/10/11,Spain,Madrid,40.4189,-3.6919,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,7,0.26,80.95,COMPLETED
order-a37ae5ca-3f74-46a8-ae41-ab29ecf996ca,2020/10/4,Spain,Madrid,40.4189,-3.6919,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,4,3.45,46.93,COMPLETED
order-a686e0d1-aea2-4411-80bb-b66c37f8163d,2020/10/6,Spain,Madrid,40.4189,-3.6919,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,10,4.63,80.95,COMPLETED
order-7e391c5b-0dd1-411d-a337-d331f66096c7,2020/10/14,Spain,Madrid,40.4189,-3.6919,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,9,2.15,36.46,COMPLETED
order-0f6e8f0f-f42e-4293-aced-79f68f0ec89f,2020/10/26,Spain,Madrid,40.4189,-3.6919,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,6,1.79,41.45,COMPLETED
order-87878b47-93b9-4b5b-a3e3-55e74ee6ffba,2020/10/10,Spain,Madrid,40.4189,-3.6919,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,2,2.67,78.56,COMPLETED
order-473d2029-ed2f-4070-bf44-dcce0a990d94,2020/10/6,Spain,Madrid,40.4189,-3.6919,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,9,2.62,36.46,COMPLETED
order-c9d1aa65-af37-4520-abd4-56fcd9f65965,2020/10/22,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,9,8.8,102.95,COMPLETED
order-4c4c149d-4acb-474f-8505-2348199160d2,2020/10/13,Spain,Madrid,40.4189,-3.6919,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,7,1.83,45.95,COMPLETED
order-84286db0-4df9-465e-b005-555e18d61724,2020/10/12,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,3,4.17,45.61,COMPLETED
order-2725ca89-5f4e-460e-a052-f8988f02c350,2020/10/4,Spain,Madrid,40.4189,-3.6919,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,5,2.28,35.9,COMPLETED
order-ad4cf93a-93c6-46c8-8d88-3e11b7cc8b13,2020/10/26,Spain,Madrid,40.4189,-3.6919,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,9,1.36,35.9,COMPLETED
order-5962fe15-b806-4147-8b5b-1ab5a75e03ae,2020/10/17,Spain,Madrid,40.4189,-3.6919,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,10,3.88,78.56,COMPLETED
order-d6f673d0-3bc9-4cd2-b422-a5dfc3679f64,2020/10/26,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,3,1.91,45.61,COMPLETED
order-fc65b41b-e623-44f4-80de-b223e26f672d,2020/10/18,Spain,Madrid,40.4189,-3.6919,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,9,3.44,58.95,COMPLETED
order-00c69335-75a4-4fac-b484-83ab1e8ff27d,2020/10/17,Spain,Madrid,40.4189,-3.6919,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,7,1.78,36.46,COMPLETED
order-3c31d0d3-a656-4173-8939-830b85ca9b95,2020/10/24,Spain,Madrid,40.4189,-3.6919,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,1,1.47,45.95,COMPLETED
order-5b15f771-b5ae-412f-af70-f3f2c37effe1,2020/10/4,Spain,Madrid,40.4189,-3.6919,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,9,0.33,41.45,COMPLETED
order-ec6f65ed-e45a-401e-8379-d4bbb71304d9,2020/10/25,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,6,0.95,45.61,COMPLETED
order-6ce05e25-c338-4b26-a847-260805829afd,2020/10/3,Spain,Madrid,40.4189,-3.6919,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,3,2.21,39.95,COMPLETED
order-a764e231-b776-46a9-a15b-c1ae331ef7f1,2020/10/6,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,7,1.65,45.61,COMPLETED
order-0d3c12be-b6b5-42ea-8a19-c4bbeb14b7fc,2020/10/10,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,5,0.6,102.95,COMPLETED
order-2d930b6a-5028-4dd2-a192-e68178638cc9,2020/10/9,Spain,Madrid,40.4189,-3.6919,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,8,1.12,39.95,COMPLETED
order-38dbea22-eba2-423c-be55-3cebf4b229cd,2020/10/16,Spain,Madrid,40.4189,-3.6919,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,7,3.06,40,COMPLETED
order-493375e3-8fbd-4e39-b156-ccfe71c6265f,2020/10/22,Spain,Madrid,40.4189,-3.6919,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,2,0.2,41.45,COMPLETED
order-082220a3-25f2-438a-9a45-356fc65096fe,2020/10/24,Spain,Madrid,40.4189,-3.6919,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,9,0.03,46.93,COMPLETED
order-128bee3e-974f-448a-8d4f-5645eb22f7fa,2020/10/23,Spain,Madrid,40.4189,-3.6919,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,3,1.66,35.9,COMPLETED
order-49b31d43-4159-460d-9455-d451210b3a5e,2020/10/3,Spain,Madrid,40.4189,-3.6919,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,7,1.19,46.93,COMPLETED
order-faec62c7-84d8-4ea7-a670-e160f44d82f9,2020/10/20,Spain,Madrid,40.4189,-3.6919,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,9,4.54,45.95,COMPLETED
order-2b09a782-e56b-43e3-859e-2e9f11012537,2020/10/23,Spain,Madrid,40.4189,-3.6919,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,6,0.43,36.46,COMPLETED
order-9e22f38a-c7bc-470f-a15a-4db787531b6c,2020/10/7,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,2,4.22,45.61,COMPLETED
order-0bded6cd-7cfd-47d9-8069-770ff2fb1987,2020/10/26,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,4,1.98,45.61,COMPLETED
order-efff9c6f-4ead-45c2-bed5-7185f5ca44d7,2020/10/9,Spain,Madrid,40.4189,-3.6919,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,3,4.49,58.95,COMPLETED
order-77ee6451-23a6-4fcb-964f-54d70a41e744,2020/11/2,Spain,Madrid,40.4189,-3.6919,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,2,2.28,46.93,COMPLETED
order-aded9ae9-c7a9-438a-a55f-022f477ea7b1,2020/11/28,Spain,Madrid,40.4189,-3.6919,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,1,3.56,41.45,COMPLETED
order-719cdc0f-bbe7-43ae-8b47-b1dbd5af0763,2020/11/2,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,9,3.91,45.61,COMPLETED
order-672c9913-d992-4bfd-8a3b-b65f201cfdbb,2020/11/26,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,5,2.48,45.61,COMPLETED
order-7d73e015-f2fa-4f5e-92ea-404c0f455790,2020/11/27,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,9,2.91,45.61,COMPLETED
order-abae68d2-d7e1-4d1e-af88-169e76749f36,2020/11/14,Spain,Madrid,40.4189,-3.6919,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,8,3.9,78.56,COMPLETED
order-d59d3a96-39b6-46c0-b76b-25a6f3572410,2020/11/9,Spain,Madrid,40.4189,-3.6919,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,7,0.71,46.93,COMPLETED
order-d9e28a26-1d8a-49d8-9a30-349752d44339,2020/11/4,Spain,Madrid,40.4189,-3.6919,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,9,1.05,41.45,COMPLETED
order-b21c6ebe-4786-4328-8f86-744afdfb55aa,2020/11/25,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,2,5.26,102.95,COMPLETED
order-e4f9a054-68fa-44d1-8817-8ae76ada7d9e,2020/11/8,Spain,Madrid,40.4189,-3.6919,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,5,1.84,78.56,COMPLETED
order-2eec0d4a-b3ae-4dd0-8198-9283ac9b4510,2020/11/9,Spain,Madrid,40.4189,-3.6919,Platforms,product-642f72ba-c5d6-4126-be0f-a22fe4e9fbb6,Bella,7,3.32,46.93,COMPLETED
order-684b3fa8-4603-4645-9e62-3c997fd8186a,2020/11/8,Spain,Madrid,40.4189,-3.6919,Stilettos,product-fa4a41fc-4a31-44b5-953f-8e2a45b43673,Cecile,6,4.35,78.56,COMPLETED
order-e158caa1-24c1-4a47-a565-751de0d7565a,2020/11/17,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,5,1.47,45.61,COMPLETED
order-c1c23140-882a-4319-87b1-01a6e1f6c9d2,2020/11/10,Spain,Madrid,40.4189,-3.6919,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,9,2.13,41.45,COMPLETED
order-b4e8551d-43c4-4607-9217-c1aab11e4921,2020/11/2,Spain,Madrid,40.4189,-3.6919,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,10,3.4,45.95,COMPLETED
order-eb3762af-8ed9-48ca-ae82-d5a911ab961a,2020/11/17,Spain,Madrid,40.4189,-3.6919,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,5,1.67,40,COMPLETED
order-e08dc230-1c7f-4543-b611-a5c21af955c5,2020/11/23,Spain,Madrid,40.4189,-3.6919,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,5,3.52,40,COMPLETED
order-e5626d8c-1676-4a6f-b4c3-66f36cd0476e,2020/11/24,Spain,Madrid,40.4189,-3.6919,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,8,5.49,58.95,COMPLETED
order-4c9db5cf-27b8-4490-b96f-1b08d11fb0bf,2020/11/18,Spain,Madrid,40.4189,-3.6919,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,6,3.88,41.45,COMPLETED
order-a4f9542d-78fb-431b-bf3e-1372566cc496,2020/11/26,Spain,Madrid,40.4189,-3.6919,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,6,2.28,35.9,COMPLETED
order-9bc6d71b-e736-49e0-a705-b44f4e859bdd,2020/11/15,Spain,Madrid,40.4189,-3.6919,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,1,4.91,80.95,COMPLETED
order-5334a3ab-4b5d-4e93-a512-59e99748e5af,2020/11/15,Spain,Madrid,40.4189,-3.6919,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,8,2.28,80.95,COMPLETED
order-eaf314d7-172e-4135-a68b-1320bb827543,2020/11/28,Spain,Madrid,40.4189,-3.6919,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,2,3.51,41.45,COMPLETED
order-8d7da86e-aa00-4f1a-86de-4da19ddf8dcc,2020/11/18,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,2,1.4,45.61,COMPLETED
order-78976074-d030-4910-91c1-93b23e615ad0,2020/11/11,Spain,Madrid,40.4189,-3.6919,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,8,1.38,36.46,COMPLETED
order-c2c15a98-db46-4537-8a99-521e29fba11c,2020/11/12,Spain,Madrid,40.4189,-3.6919,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,2,3.29,45.95,COMPLETED
order-d2146a13-cfbd-4ea7-9bea-f794bf59d7e5,2020/11/6,Spain,Madrid,40.4189,-3.6919,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,2,0.96,58.95,COMPLETED
order-ccc52541-2c26-46c6-a03d-57e78c2630f5,2020/11/23,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,10,2.65,102.95,COMPLETED
order-b2e2f748-9951-4cd4-8ade-f3961dac5121,2020/11/11,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,8,6.95,102.95,COMPLETED
order-3d9fec50-b2ad-4367-b570-386e8356c5fd,2020/11/15,Spain,Madrid,40.4189,-3.6919,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,7,2.34,36.46,COMPLETED
order-40970922-6ddc-4339-b144-d27ba85b7e34,2020/11/6,Spain,Madrid,40.4189,-3.6919,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,8,0.11,36.46,COMPLETED
order-99a4ce59-ee1c-4057-a53d-f020449f3309,2020/11/23,Spain,Madrid,40.4189,-3.6919,Platforms,product-98f22154-ee97-4ef8-be84-7283cec0ebad,Bridgette,10,0.81,39.95,COMPLETED
order-74ddaa03-ac2c-4f99-84e3-64c9322e465a,2020/11/26,Spain,Madrid,40.4189,-3.6919,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,6,1.39,40,COMPLETED
order-66558c66-c9e1-4566-af86-edc3a6e69b9d,2020/11/13,Spain,Madrid,40.4189,-3.6919,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,4,0.01,36.46,COMPLETED
order-90928d4a-517c-40d9-a288-bd368438cf50,2020/11/27,Spain,Madrid,40.4189,-3.6919,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,3,0.39,58.95,COMPLETED
order-1e2b2e94-acb3-48c1-bd71-12d007ce42bb,2020/11/16,Spain,Madrid,40.4189,-3.6919,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,3,3.05,58.95,COMPLETED
order-35fec7d0-46e1-405f-8596-911b9badde05,2020/11/17,Spain,Madrid,40.4189,-3.6919,Platforms,product-b7c06d0a-977d-497b-ae3e-95b58985cafd,Amélie,10,3.91,40,COMPLETED
order-1afa57eb-cf6a-420a-ac09-d24d42c6239f,2020/11/22,Spain,Madrid,40.4189,-3.6919,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,3,7.13,80.95,COMPLETED
order-9a00c838-c009-472c-8783-d9c2d3b4d83d,2020/11/13,Spain,Madrid,40.4189,-3.6919,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,9,2.58,45.95,COMPLETED
order-38eb3175-36b9-4b36-a31e-a7d8c7cd6efc,2020/11/24,Spain,Madrid,40.4189,-3.6919,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,9,3.08,45.95,COMPLETED
order-1f3e43a6-9911-43e3-8f81-0628c9dfd88e,2020/11/28,Spain,Madrid,40.4189,-3.6919,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,9,2.66,36.46,COMPLETED
order-e6097330-8686-481a-8f97-989448349b9b,2020/11/13,Spain,Madrid,40.4189,-3.6919,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,7,4.41,58.95,COMPLETED
order-06167ac5-353e-4a22-ae25-1973fa58d828,2020/11/17,Spain,Madrid,40.4189,-3.6919,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,6,0.99,80.95,COMPLETED
order-b6b59e2c-54f9-4087-821b-a99468b05ad7,2020/11/16,Spain,Madrid,40.4189,-3.6919,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,1,3.3,36.46,COMPLETED
order-cd994ad1-d139-4038-869f-5de2a477677c,2020/11/22,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,8,3.65,102.95,COMPLETED
order-2b66a6b8-b907-4c77-af6d-ce036c5fa08a,2020/11/5,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,10,1.52,45.61,COMPLETED
order-3dad60df-8e19-433d-8569-fed58874f015,2020/11/5,Spain,Madrid,40.4189,-3.6919,Flats,product-9f6a916a-271c-4d78-9e5f-f802bbcf6548,Adele,5,0.9,35.9,COMPLETED
order-154e0f90-1b2b-4e4e-8bac-f7ac04179ce6,2020/11/2,Spain,Madrid,40.4189,-3.6919,Brogues,product-a19d1434-d5f2-4a2a-9fe0-7d70f63e391e,Denis,10,1.29,58.95,COMPLETED
order-0c56ae80-1a1a-475b-afcf-bbf2be9586aa,2020/11/11,Spain,Madrid,40.4189,-3.6919,Stilettos,product-f7e07591-2598-4615-82c2-34f6ad248e50,Eloise,3,3.77,80.95,COMPLETED
order-5316e342-6db2-4e36-a46b-5dcf574e46c6,2020/11/28,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,7,6.63,102.95,COMPLETED
order-cafe0263-7ffc-41da-85b3-f08df8c874b3,2020/11/28,Spain,Madrid,40.4189,-3.6919,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,7,0.82,41.45,COMPLETED
order-8ea8b961-014b-4e2a-a401-c1ee2cf2602b,2020/11/21,Spain,Madrid,40.4189,-3.6919,Flats,product-0a97c64c-582b-41a9-b367-2a4e081cf3d5,Estelle,9,2.18,45.61,COMPLETED
order-0806c801-f38f-4386-873d-d2ba5ed1c5df,2020/11/2,Spain,Madrid,40.4189,-3.6919,Flats,product-f709c12a-ffe5-48b1-a3d2-f247acf8e176,Danielle,5,2.97,36.46,COMPLETED
order-7f95b64b-fb21-4240-ae37-2470376884de,2020/12/5,Spain,Madrid,40.4189,-3.6919,Stilettos,product-7bef3e02-033c-4259-93da-a25f4f7169be,Claudette,8,7.92,102.95,COMPLETED
order-fd564c20-933b-4304-9828-14de398ec5ec,2020/12/5,Spain,Madrid,40.4189,-3.6919,Brogues,product-124ef52a-c7c3-48af-b315-33a14b2f6e1d,François,9,0.65,41.45,COMPLETED
order-fb2078ae-fbf8-4d1c-8e78-1b6fe40a51d5,2020/12/14,Spain,Madrid,40.4189,-3.6919,Brogues,product-20700833-fc84-4340-9a59-669fe6acc94b,Antoine,2,4.11,45.95,COMPLETED
